date,equity,cash,positions_value,open_positions
2022-07-27,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-28,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-29,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-01,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-02,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-03,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-04,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-05,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-08,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-09,2855977.8212483833,2855977.8212483833,0.0,0
2022-08-10,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-11,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-12,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-15,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-16,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-17,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-18,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-19,2855843.8212483833,2721843.8212483833,134000.0,1
2022-08-22,2872344.219620821,2872344.219620821,0.0,0
2022-08-23,2872344.219620821,2872344.219620821,0.0,0
2022-08-24,2872344.219620821,2872344.219620821,0.0,0
2022-08-25,2872344.219620821,2872344.219620821,0.0,0
2022-08-26,2872344.219620821,2872344.219620821,0.0,0
2022-08-29,2872344.219620821,2872344.219620821,0.0,0
2022-08-30,2872344.219620821,2872344.219620821,0.0,0
2022-08-31,2872344.219620821,2872344.219620821,0.0,0
2022-09-01,2872344.219620821,2872344.219620821,0.0,0
2022-09-02,2872344.219620821,2872344.219620821,0.0,0
2022-09-05,2872344.219620821,2872344.219620821,0.0,0
2022-09-06,2872344.219620821,2872344.219620821,0.0,0
2022-09-07,2872344.219620821,2872344.219620821,0.0,0
2022-09-08,2872344.219620821,2872344.219620821,0.0,0
2022-09-09,2872344.219620821,2872344.219620821,0.0,0
2022-09-12,2872344.219620821,2872344.219620821,0.0,0
2022-09-13,2872344.219620821,2872344.219620821,0.0,0
2022-09-14,2872344.219620821,2872344.219620821,0.0,0
2022-09-15,2872344.219620821,2872344.219620821,0.0,0
2022-09-16,2872344.219620821,2872344.219620821,0.0,0
2022-09-19,2872344.219620821,2872344.219620821,0.0,0
2022-09-20,2872344.219620821,2872344.219620821,0.0,0
2022-09-21,2872344.219620821,2872344.219620821,0.0,0
2022-09-22,2872344.219620821,2872344.219620821,0.0,0
2022-09-23,2872344.219620821,2872344.219620821,0.0,0
2022-09-26,2872344.219620821,2872344.219620821,0.0,0
2022-09-27,2872344.219620821,2872344.219620821,0.0,0
2022-09-28,2872344.219620821,2872344.219620821,0.0,0
2022-09-29,2872344.219620821,2872344.219620821,0.0,0
2022-09-30,2872344.219620821,2872344.219620821,0.0,0
2022-10-03,2872344.219620821,2872344.219620821,0.0,0
2022-10-04,2872344.219620821,2872344.219620821,0.0,0
2022-10-05,2872344.219620821,2872344.219620821,0.0,0
2022-10-06,2872344.219620821,2872344.219620821,0.0,0
2022-10-07,2872344.219620821,2872344.219620821,0.0,0
2022-10-10,2872344.219620821,2872344.219620821,0.0,0
2022-10-11,2872344.219620821,2872344.219620821,0.0,0
2022-10-12,2872344.219620821,2872344.219620821,0.0,0
2022-10-13,2872344.219620821,2872344.219620821,0.0,0
2022-10-14,2872344.219620821,2872344.219620821,0.0,0
2022-10-17,2872344.219620821,2872344.219620821,0.0,0
2022-10-18,2872344.219620821,2872344.219620821,0.0,0
2022-10-19,2872344.219620821,2872344.219620821,0.0,0
2022-10-20,2872344.219620821,2872344.219620821,0.0,0
2022-10-21,2872344.219620821,2872344.219620821,0.0,0
2022-10-24,2872344.219620821,2872344.219620821,0.0,0
2022-10-25,2872344.219620821,2872344.219620821,0.0,0
2022-10-26,2872344.219620821,2872344.219620821,0.0,0
2022-10-27,2872344.219620821,2872344.219620821,0.0,0
2022-10-28,2872344.219620821,2872344.219620821,0.0,0
2022-10-31,2872210.219620821,2738210.219620821,134000.0,1
2022-11-01,2871942.219620821,2469942.219620821,402000.0,3
2022-11-02,2888385.8757524122,2620385.8757524122,268000.0,2
2022-11-03,2888385.8757524122,2620385.8757524122,268000.0,2
2022-11-04,2888385.8757524122,2620385.8757524122,268000.0,2
2022-11-07,2887983.8757524122,2217983.8757524122,670000.0,5
2022-11-08,2887983.8757524122,2217983.8757524122,670000.0,5
2022-11-09,2867629.2225124124,2465629.2225124124,402000.0,3
2022-11-10,2867629.2225124124,2465629.2225124124,402000.0,3
2022-11-11,2867495.2225124124,2331495.2225124124,536000.0,4
2022-11-14,2867361.2225124124,2197361.2225124124,670000.0,5
2022-11-15,2867361.2225124124,2197361.2225124124,670000.0,5
2022-11-16,2867361.2225124124,2197361.2225124124,670000.0,5
2022-11-17,2884915.222078442,2348915.222078442,536000.0,4
2022-11-18,2884915.222078442,2348915.222078442,536000.0,4
2022-11-21,2884915.222078442,2348915.222078442,536000.0,4
2022-11-22,2915424.6665749517,2647424.6665749517,268000.0,2
2022-11-23,2915424.6665749517,2647424.6665749517,268000.0,2
2022-11-24,2915424.6665749517,2647424.6665749517,268000.0,2
2022-11-25,2931813.23660419,2797813.23660419,134000.0,1
2022-11-28,2931679.23660419,2663679.23660419,268000.0,2
2022-11-29,2931545.23660419,2529545.23660419,402000.0,3
2022-11-30,2931277.23660419,2261277.23660419,670000.0,5
